Transaction_ID,Transaction_Date,Transaction_TS,Store_ID,Customer_ID,Payment_Method,Total_Amount,Total_Discount,Line_Count,Batch_ID,Source_File
T00002730,2024-11-09,2024-11-09 05:00:26,S029,C004164,Online,48.76,4.88,3,gen_20251127_091605,transactions_header.csv
T00014197,2024-03-15,2024-03-15 14:36:46,S023,C002350,Cash,57.01,8.55,1,gen_20251127_091607,transactions_header.csv
T00006851,2024-10-28,2024-10-28 16:28:28,S005,C003048,Cash,71.88,NA,1,gen_20251127_091606,transactions_header.csv
T00000415,2024-10-30,2024-10-30 00:36:11,S003,C001830,Online,65.17,0.0,1,gen_20251127_091605,transactions_header.csv
T00007888,11/25/24,2024-11-25 20:31:33,S028,,Cash,2.58,0.0,1,gen_20251127_091606,transactions_header.csv
T00006387,2024-01-09,2024-01-09 21:52:38,S003,C003724,Online,$47.26,2.36,2,gen_20251127_091606,transactions_header.csv
T00009978,2024-09-23,2024-09-23 14:07:21,S024,C001673,Cash,20.61,0.0,5,gen_20251127_091606,transactions_header.csv
T00016664,2024-03-09,2024-03-09 06:16:32,S008,C001938,Card,78.02,0.0,3,gen_20251127_091607,transactions_header.csv
T00016173,2024-12-31,2024-12-31 12:39:27,S009,C004406,Card,55.72,5.57,1,gen_20251127_091607,transactions_header.csv
T00006486,07/23/24,2024-07-23 13:01:50,S018,C000135,Online,56.34,0.0,6,gen_20251127_091606,transactions_header.csv
T00019998,2024-10-23,2024-10-23 17:31:55,S029,C001692,Card,7.73,0.39,1,gen_20251127_091608,transactions_header.csv
T00006334,2024-03-25,2024-03-25 18:57:12,S024,C003458,Cash,95.11,9.51,1,gen_20251127_091606,transactions_header.csv
T00011831,2024-07-23,2024-07-23 18:53:22,S030,C003714,Cash,33.4,3.34,2,gen_20251127_091607,transactions_header.csv
T00005933,09/10/24,2024-09-10 09:31:27,S029,C002252,Card,28.05,0.0,1,gen_20251127_091606,transactions_header.csv
T00015825,2024-04-27,2024-04-27 01:38:56,S010,C004235,Cash,7.25,0.36,1,gen_20251127_091607,transactions_header.csv
T00008066,07/30/24,2024-07-30 09:50:14,S018,C003719,Online,-37.43,NA,1,gen_20251127_091606,transactions_header.csv
T00012736,03/19/24,2024-03-19 23:09:37,S017,C004300,Cash,31.71,0.0,2,gen_20251127_091607,transactions_header.csv
T00019373,2024-10-02,2024-10-02 08:34:28,S008,C002089,Online,112.13,16.82,2,gen_20251127_091607,transactions_header.csv
T00001788,10/31/24,2024-10-31 03:00:57,S025,C002605,Cash,58.22,0.0,1,gen_20251127_091605,transactions_header.csv
T00000037,2024-10-11,2024-10-11 22:47:42,S005,C000273,Online,88.03,8.8,1,gen_20251127_091605,transactions_header.csv
T00007768,07/30/24,2024-07-30 11:08:39,S003,C000402,Online,34.81,3.48,1,gen_20251127_091606,transactions_header.csv
T00004188,2024-12-04,2024-12-04 13:19:33,S010,C004485,Online,28.73,2.87,3,gen_20251127_091606,transactions_header.csv
T00014400,08/14/24,2024-08-14 12:04:03,S009,C000502,Card,64.37,9.66,5,gen_20251127_091607,transactions_header.csv
T00001556,2024-01-26,2024-01-26 00:39:30,S018,C002941,Online,30.45,3.04,1,gen_20251127_091605,transactions_header.csv
T00007253,08/06/24,2024-08-06 04:02:59,S002,C002828,Card,78.61,11.79,1,gen_20251127_091606,transactions_header.csv
T00006399,2024-11-18,2024-11-18 08:15:03,S018,C002857,Online,24.7,2.47,1,gen_20251127_091606,transactions_header.csv
T00016163,02/28/24,2024-02-28 21:09:42,S029,C002903,Card,25.67,1.28,1,gen_20251127_091607,transactions_header.csv
T00009407,2024-10-18,2024-10-18 22:45:54,S018,C004135,Online,45.54,0.0,3,gen_20251127_091606,transactions_header.csv
T00016499,2024-07-01,2024-07-01 08:16:47,S030,NA,Cash,48.33,7.25,3,gen_20251127_091607,transactions_header.csv
T00003709,2024-03-26,2024-03-26 13:07:14,S025,NA,Online,56.1,0.0,1,gen_20251127_091606,transactions_header.csv
T00016246,2024-07-24,2024-07-24 22:59:25,S024,C003821,Online,39.95,0.0,1,gen_20251127_091607,transactions_header.csv
T00014442,2024-02-29,2024-02-29 18:58:07,S027,C001856,Online,0,0.0,5,gen_20251127_091607,transactions_header.csv
T00011913,03/31/24,2024-03-31 20:18:00,S013,C004383,Cash,$24.80,2.48,7,gen_20251127_091607,transactions_header.csv
T00005776,2024-07-28,2024-07-28 09:06:04,S017,C003925,Online,59.56,8.93,2,gen_20251127_091606,transactions_header.csv
T00009513,2024-03-23,2024-03-23 08:22:06,S017,C003526,Card,43.82,NA,2,gen_20251127_091606,transactions_header.csv
T00015118,2024-07-21,2024-07-21 23:02:16,S029,C000495,Online,32.05,1.6,1,gen_20251127_091607,transactions_header.csv
T00018002,09/17/24,2024-09-17 09:55:14,S002,C000706,Card,27.6,2.76,3,gen_20251127_091607,transactions_header.csv
T00007074,2024-08-29,2024-08-29 04:59:33,S028,C000182,Cash,73.39,11.01,1,gen_20251127_091606,transactions_header.csv
T00015979,07/11/24,2024-07-11 04:04:24,S017,NA,Card,49.78,2.49,1,gen_20251127_091607,transactions_header.csv
T00019880,2024-04-28,2024-04-28 12:21:34,S024,C000300,Card,80.99,4.05,6,gen_20251127_091607,transactions_header.csv
T00017384,01/24/24,2024-01-24 10:34:33,S023,C000997,Online,60.62,,2,gen_20251127_091607,transactions_header.csv
T00001747,2024-10-07,2024-10-07 22:57:40,S011,C000540,Cash,45.58,2.28,1,gen_20251127_091605,transactions_header.csv
T00013497,2024-05-27,2024-05-27 12:04:02,S020,C002241,Cash,58.34,,1,gen_20251127_091607,transactions_header.csv
T00015621,02/02/24,2024-02-02 00:36:34,S017,C003534,Card,51.12,2.56,1,gen_20251127_091607,transactions_header.csv
T00013657,2024-10-23,2024-10-23 02:35:57,S026,C000047,Cash,64.38,,3,gen_20251127_091607,transactions_header.csv
T00007261,09/28/24,2024-09-28 02:52:18,S012,C000618,Cash,0,0.0,3,gen_20251127_091606,transactions_header.csv
T00011882,2024-09-01,2024-09-01 07:37:12,S018,C000134,Online,63.63,0.0,2,gen_20251127_091607,transactions_header.csv
T00004039,06/07/24,2024-06-07 03:17:34,S008,C000856,Online,64.43,3.22,1,gen_20251127_091606,transactions_header.csv
T00003706,10/11/24,2024-10-11 06:20:22,S003,C002303,Online,4.14,,2,gen_20251127_091606,transactions_header.csv
T00003956,02/08/24,2024-02-08 14:30:03,S020,C004280,Card,48.65,0.0,1,gen_20251127_091606,transactions_header.csv
T00019672,12/10/24,2024-12-10 00:02:43,S002,C004080,Card,88.92,4.45,6,gen_20251127_091607,transactions_header.csv
T00003429,2024-06-01,2024-06-01 18:00:56,S015,C002242,Card,63.05,9.46,1,gen_20251127_091606,transactions_header.csv
T00010224,08/03/24,2024-08-03 13:24:11,S012,C003418,Cash,$34.98,3.5,4,gen_20251127_091606,transactions_header.csv
T00002508,2024-08-27,2024-08-27 18:37:27,S026,C002345,Cash,42.08,6.31,1,gen_20251127_091605,transactions_header.csv
T00004682,06/30/24,2024-06-30 01:45:50,S018,C004675,Online,76.11,0.0,1,gen_20251127_091606,transactions_header.csv
T00008403,09/28/24,2024-09-28 22:10:42,S001,C001666,Online,33.48,5.02,1,gen_20251127_091606,transactions_header.csv
T00004748,12/18/24,2024-12-18 06:39:01,S025,C001360,Card,60.73,6.07,2,gen_20251127_091606,transactions_header.csv
T00010787,06/05/24,2024-06-05 15:05:08,S022,C003975,Online,51.9,0.0,2,gen_20251127_091606,transactions_header.csv
T00016237,08/16/24,2024-08-16 10:41:20,S022,C001465,Online,42.51,6.38,5,gen_20251127_091607,transactions_header.csv
T00014527,12/04/24,2024-12-04 20:23:27,S024,C004805,Card,40.5,6.08,1,gen_20251127_091607,transactions_header.csv
T00016891,05/07/24,2024-05-07 14:15:34,S018,C002153,Card,35.08,0.0,1,gen_20251127_091607,transactions_header.csv
T00013611,11/02/24,2024-11-02 02:36:46,S028,C004989,Online,33.04,0.0,1,gen_20251127_091607,transactions_header.csv
T00009761,2024-10-11,2024-10-11 18:41:23,S013,C003310,Cash,37.05,0.0,2,gen_20251127_091606,transactions_header.csv
T00001810,06/17/24,2024-06-17 00:35:31,S009,C003983,Cash,55.62,0.0,1,gen_20251127_091605,transactions_header.csv
T00012105,04/15/24,2024-04-15 08:18:17,S021,C003548,cash,9.93,1.49,1,gen_20251127_091607,transactions_header.csv
T00018549,08/29/24,2024-08-29 15:36:22,S021,C002468,Card,4.19,,1,gen_20251127_091607,transactions_header.csv
T00010005,2024-04-25,2024-04-25 03:54:05,S001,C003943,Cash,87.03,0.0,1,gen_20251127_091606,transactions_header.csv
T00019466,2024-06-25,2024-06-25 17:05:48,S010,C000018,Cash,59.39,5.94,1,gen_20251127_091607,transactions_header.csv
T00001716,07/23/24,2024-07-23 12:32:11,S030,C003953,Cash,20.84,3.13,3,gen_20251127_091605,transactions_header.csv
T00008995,2024-08-18,2024-08-18 15:47:10,S027,C001900,Cash,0,0,3,gen_20251127_091606,transactions_header.csv
T00007615,03/10/24,2024-03-10 23:51:52,S020,C000458,Cash,0,0.0,2,gen_20251127_091606,transactions_header.csv
T00008677,2024-08-04,2024-08-04 12:51:09,S011,C003982,Online,39.14,,6,gen_20251127_091606,transactions_header.csv
T00006437,11/11/24,2024-11-11 11:24:21,S019,C000941,Card,37.76,1.89,1,gen_20251127_091606,transactions_header.csv
T00013589,10/24/24,2024-10-24 15:01:05,S019,C001984,Online,42.72,4.27,1,gen_20251127_091607,transactions_header.csv
T00005829,2024-08-07,2024-08-07 10:28:02,S027,C002643,Online,84.84,12.73,1,gen_20251127_091606,transactions_header.csv
T00012123,10/02/24,2024-10-02 08:27:52,S007,C002957,Online,4.8,0.24,2,gen_20251127_091607,transactions_header.csv
T00017181,2024-08-03,2024-08-03 15:38:02,S029,C002169,Online,51.5,0.0,1,gen_20251127_091607,transactions_header.csv
T00007352,01/03/24,2024-01-03 16:56:13,S012,C000004,Card,4.9,0.25,7,gen_20251127_091606,transactions_header.csv
T00011805,09/20/24,2024-09-20 20:58:38,S002,NA,Online,69.05,0.0,1,gen_20251127_091607,transactions_header.csv
T00015025,09/08/24,2024-09-08 21:59:59,S014,,Card,66.65,3.33,2,gen_20251127_091607,transactions_header.csv
T00001251,2024-10-13,2024-10-13 16:34:38,S030,C002957,Card,0,0,1,gen_20251127_091605,transactions_header.csv
T00006930,04/03/24,2024-04-03 11:48:38,S003,C000967,Card,18.43,2.76,2,gen_20251127_091606,transactions_header.csv
T00011767,2024-03-24,2024-03-24 05:54:39,S004,,Card,69.55,6.96,3,gen_20251127_091607,transactions_header.csv
T00016058,2024-05-21,2024-05-21 13:36:42,S006,C001053,online,48.37,0.0,1,gen_20251127_091607,transactions_header.csv
T00013181,2024-10-06,2024-10-06 23:23:11,S016,,Card,77.45,0.0,1,gen_20251127_091607,transactions_header.csv
T00014051,2024-09-11,2024-09-11 01:56:30,S018,C000182,Cash,68.71,10.31,2,gen_20251127_091607,transactions_header.csv
T00008992,2024-05-06,2024-05-06 07:53:31,S007,C000970,Online,$1.88,0.19,2,gen_20251127_091606,transactions_header.csv
T00013192,2024-06-25,2024-06-25 13:24:16,S004,C001706,Cash,67.33,0.0,1,gen_20251127_091607,transactions_header.csv
T00004862,2024-03-18,2024-03-18 18:37:36,S019,C000472,cash,15.46,0.0,1,gen_20251127_091606,transactions_header.csv
T00002304,2024-05-16,2024-05-16 14:41:07,S013,C001600,card,22.09,0.0,2,gen_20251127_091605,transactions_header.csv
T00006909,12/31/24,2024-12-31 16:17:32,S012,C004400,Online,32.24,,4,gen_20251127_091606,transactions_header.csv
T00014495,2024-03-18,2024-03-18 14:33:16,S006,C004823,Cash,68.99,10.35,2,gen_20251127_091607,transactions_header.csv
T00018149,2024-03-15,2024-03-15 04:43:29,S028,,Online,90.53,13.58,2,gen_20251127_091607,transactions_header.csv
T00008911,06/21/24,2024-06-21 07:11:13,S003,C003750,Cash,26.7,,1,gen_20251127_091606,transactions_header.csv
T00008582,09/18/24,2024-09-18 08:24:55,S030,C002680,Cash,53.03,NA,5,gen_20251127_091606,transactions_header.csv
T00019547,2024-12-06,2024-12-06 16:24:04,S004,C004928,Cash,99.92,5.0,3,gen_20251127_091607,transactions_header.csv
T00018534,04/10/24,2024-04-10 17:21:57,S006,C003129,Cash,85.19,12.78,4,gen_20251127_091607,transactions_header.csv
T00008251,11/15/24,2024-11-15 18:42:32,S003,C000370,Cash,57.12,5.71,1,gen_20251127_091606,transactions_header.csv
T00016298,2024-01-15,2024-01-15 05:36:42,S014,C000307,Cash,81.93,8.19,2,gen_20251127_091607,transactions_header.csv
T00006681,2024-01-19,2024-01-19 14:54:01,S008,C002550,Online,99.25,4.96,3,gen_20251127_091606,transactions_header.csv
T00008931,01/13/24,2024-01-13 07:55:08,S003,C002076,Card,60.37,9.06,2,gen_20251127_091606,transactions_header.csv
T00010114,2024-01-29,2024-01-29 21:42:10,S022,C004259,Cash,0,NA,1,gen_20251127_091606,transactions_header.csv
T00011067,11/25/24,2024-11-25 12:19:07,S026,,Online,0.7,0.07,3,gen_20251127_091606,transactions_header.csv
T00010412,2024-03-19,2024-03-19 10:29:53,S002,C004518,Card,100.31,15.05,3,gen_20251127_091606,transactions_header.csv
T00002823,03/30/24,2024-03-30 10:34:04,S014,C000607,Cash,52.74,2.64,1,gen_20251127_091605,transactions_header.csv
T00013104,2024-05-30,2024-05-30 03:06:54,S023,C000913,Cash,51.71,0.0,3,gen_20251127_091607,transactions_header.csv
T00001974,09/04/24,2024-09-04 21:39:04,S019,C001003,Cash,94.88,14.23,2,gen_20251127_091605,transactions_header.csv
T00001183,2024-04-26,2024-04-26 06:57:24,S028,C002893,Cash,52.34,7.85,3,gen_20251127_091605,transactions_header.csv
T00000268,2024-03-01,2024-03-01 21:37:49,S009,C001218,Online,9.8,1.47,1,gen_20251127_091605,transactions_header.csv
T00013347,09/03/24,2024-09-03 04:24:42,S021,C003381,Card,43.47,6.52,2,gen_20251127_091607,transactions_header.csv
T00015803,2024-02-11,2024-02-11 13:40:46,S021,,Online,34.35,,1,gen_20251127_091607,transactions_header.csv
T00002771,05/29/24,2024-05-29 16:05:52,S022,C001953,Card,77.05,3.85,1,gen_20251127_091605,transactions_header.csv
T00002330,2024-07-13,2024-07-13 20:15:02,S017,C003115,Cash,38.38,1.92,1,gen_20251127_091605,transactions_header.csv
T00013627,06/20/24,2024-06-20 03:55:09,S001,C000181,Card,40.82,4.08,1,gen_20251127_091607,transactions_header.csv
T00013427,04/03/24,2024-04-03 06:35:04,S026,C001107,Cash,99.69,,1,gen_20251127_091607,transactions_header.csv
T00011929,06/13/24,2024-06-13 19:31:29,S016,C003691,Cash,95.12,14.27,2,gen_20251127_091607,transactions_header.csv
T00007992,08/19/24,2024-08-19 14:44:31,S027,C000710,Online,0,0.0,1,gen_20251127_091606,transactions_header.csv
T00014188,06/03/24,2024-06-03 06:10:29,S008,C001228,Cash,12.76,1.28,2,gen_20251127_091607,transactions_header.csv
T00011338,10/29/24,2024-10-29 20:32:24,S027,C004736,Cash,44.73,0.0,1,gen_20251127_091606,transactions_header.csv
T00000319,2024-05-10,2024-05-10 20:55:29,S026,C002807,Card,$51.44,NA,1,gen_20251127_091605,transactions_header.csv
T00001537,2024-11-02,2024-11-02 12:39:33,S023,C000368,Card,0.88,0.0,3,gen_20251127_091605,transactions_header.csv
T00001472,2024-07-02,2024-07-02 15:10:44,S005,C000841,Cash,56.29,5.63,1,gen_20251127_091605,transactions_header.csv
T00012464,2024-11-14,2024-11-14 12:05:18,S014,C000818,Card,111.54,,2,gen_20251127_091607,transactions_header.csv
T00001370,01/07/24,2024-01-07 04:34:06,S026,C001909,Cash,56.14,0.0,2,gen_20251127_091605,transactions_header.csv
T00000741,12/10/24,2024-12-10 16:33:12,S003,C003077,Online,74.94,3.75,1,gen_20251127_091605,transactions_header.csv
T00009544,04/26/24,2024-04-26 06:15:36,S003,C003079,Online,0,0,1,gen_20251127_091606,transactions_header.csv
T00001189,11/29/24,2024-11-29 20:59:44,S027,C001074,Online,64.31,9.65,4,gen_20251127_091605,transactions_header.csv
T00011079,2024-02-25,2024-02-25 20:34:00,S027,C003458,Card,65.63,9.84,2,gen_20251127_091606,transactions_header.csv
T00015838,2024-07-08,2024-07-08 16:59:37,S012,,Cash,81.56,,1,gen_20251127_091607,transactions_header.csv
T00013228,01/24/24,2024-01-24 15:30:04,S013,C000498,Cash,83.01,8.3,2,gen_20251127_091607,transactions_header.csv
T00018212,2024-02-20,2024-02-20 06:45:40,S017,C000582,Online,50.53,,2,gen_20251127_091607,transactions_header.csv
T00007384,11/01/24,2024-11-01 00:22:26,S017,C003345,cash,57.95,0.0,2,gen_20251127_091606,transactions_header.csv
T00003488,04/30/24,2024-04-30 10:16:24,S008,C003463,Online,78.01,0.0,4,gen_20251127_091606,transactions_header.csv
T00006045,2024-12-30,2024-12-30 00:43:22,S026,C000534,Card,37.78,1.89,2,gen_20251127_091606,transactions_header.csv
T00012682,2024-03-27,2024-03-27 22:50:03,S024,C002288,Online,41.41,0.0,1,gen_20251127_091607,transactions_header.csv
T00017763,2024-01-15,2024-01-15 23:37:32,S024,C000735,Card,66.79,6.68,2,gen_20251127_091607,transactions_header.csv
T00001234,10/07/24,2024-10-07 20:26:30,S013,C001478,Card,43.72,4.37,1,gen_20251127_091605,transactions_header.csv
T00010063,07/01/24,2024-07-01 01:04:54,S023,C002188,Online,32.04,0.0,1,gen_20251127_091606,transactions_header.csv
T00010369,2024-09-15,2024-09-15 13:33:30,S024,C002024,Cash,131.3,NA,2,gen_20251127_091606,transactions_header.csv
T00010836,06/30/24,2024-06-30 02:02:11,S025,C000908,Cash,22.49,0.0,2,gen_20251127_091606,transactions_header.csv
T00011092,03/13/24,2024-03-13 11:12:34,S008,C003751,Card,50.05,7.51,1,gen_20251127_091606,transactions_header.csv
T00018352,2024-10-09,2024-10-09 09:27:35,S022,C003454,Online,44.43,0.0,2,gen_20251127_091607,transactions_header.csv
T00014530,2024-01-18,2024-01-18 05:02:06,S017,C003634,Online,72.19,3.61,2,gen_20251127_091607,transactions_header.csv
T00019565,03/16/24,2024-03-16 13:55:01,S030,C001601,Card,105.21,5.26,1,gen_20251127_091607,transactions_header.csv
T00001292,2024-09-12,2024-09-12 02:05:16,S012,C001707,Cash,50.44,5.04,3,gen_20251127_091605,transactions_header.csv
T00010409,2024-11-06,2024-11-06 16:24:25,S025,C001742,Cash,$53.47,0.0,2,gen_20251127_091606,transactions_header.csv
T00016488,07/28/24,2024-07-28 04:01:00,S009,C000788,Cash,57.4,2.87,1,gen_20251127_091607,transactions_header.csv
T00011104,2024-07-30,2024-07-30 05:30:49,S020,C001699,Cash,63.33,6.33,3,gen_20251127_091606,transactions_header.csv
T00007863,2024-11-24,2024-11-24 08:45:11,S006,C000448,Online,11.04,0.55,1,gen_20251127_091606,transactions_header.csv
T00013397,09/16/24,2024-09-16 22:00:44,S017,C004242,Card,34.21,3.42,3,gen_20251127_091607,transactions_header.csv
T00012011,2024-10-18,2024-10-18 12:57:00,S021,C000016,Cash,75.58,11.34,1,gen_20251127_091607,transactions_header.csv
T00000563,2024-03-17,2024-03-17 16:20:57,S028,C004024,Cash,61.61,6.16,3,gen_20251127_091605,transactions_header.csv
T00001032,04/07/24,2024-04-07 10:57:06,S011,C000520,Card,71.59,NA,1,gen_20251127_091605,transactions_header.csv
T00005766,07/09/24,2024-07-09 21:07:30,S017,C000194,Cash,3.58,0.54,1,gen_20251127_091606,transactions_header.csv
T00017743,2024-01-14,2024-01-14 16:28:41,S020,NA,cash,29.85,4.48,2,gen_20251127_091607,transactions_header.csv
T00017322,10/01/24,2024-10-01 20:32:12,S015,,Cash,101.34,15.2,1,gen_20251127_091607,transactions_header.csv
T00019131,03/22/24,2024-03-22 03:39:17,S005,C003037,Cash,29.5,1.48,1,gen_20251127_091607,transactions_header.csv
T00007059,03/16/24,2024-03-16 05:50:16,S005,,Card,24.71,3.71,1,gen_20251127_091606,transactions_header.csv
T00004378,2024-09-14,2024-09-14 18:07:19,S021,,Cash,$73.08,10.96,2,gen_20251127_091606,transactions_header.csv
T00017623,2024-10-09,2024-10-09 21:50:14,S029,C004724,Cash,18.28,,3,gen_20251127_091607,transactions_header.csv
T00012292,05/01/24,2024-05-01 12:34:42,S012,C000420,Online,14.3,0.0,1,gen_20251127_091607,transactions_header.csv
T00006977,04/17/24,2024-04-17 14:16:45,S020,C000987,Card,62.22,6.22,1,gen_20251127_091606,transactions_header.csv
T00017453,05/09/24,2024-05-09 11:55:34,S006,C003753,Online,34.37,1.72,6,gen_20251127_091607,transactions_header.csv
T00018906,07/09/24,2024-07-09 12:38:35,S017,C003088,Online,34.84,NA,3,gen_20251127_091607,transactions_header.csv
T00010440,12/06/24,2024-12-06 02:07:46,S015,C001651,Cash,43.07,4.31,1,gen_20251127_091606,transactions_header.csv
T00005713,2024-11-22,2024-11-22 20:05:32,S011,C003694,Cash,108.57,,1,gen_20251127_091606,transactions_header.csv
T00007641,2024-01-15,2024-01-15 12:18:04,S004,C000994,Card,87.92,8.79,1,gen_20251127_091606,transactions_header.csv
T00001250,02/13/24,2024-02-13 22:29:41,S019,C002207,Online,27.65,2.77,1,gen_20251127_091605,transactions_header.csv
T00016962,2024-01-15,2024-01-15 17:56:30,S028,C001045,Online,61.36,6.14,2,gen_20251127_091607,transactions_header.csv
T00018916,01/21/24,2024-01-21 12:12:32,S022,C003599,Online,96.46,9.65,5,gen_20251127_091607,transactions_header.csv
T00002219,12/19/24,2024-12-19 19:16:01,S009,C001517,Online,68.44,3.42,1,gen_20251127_091605,transactions_header.csv
T00014960,2024-05-26,2024-05-26 10:01:55,S012,C002785,Card,67.92,,2,gen_20251127_091607,transactions_header.csv
T00018151,12/04/24,2024-12-04 09:50:44,S019,C004116,Card,-82.75,12.41,2,gen_20251127_091607,transactions_header.csv
T00016550,2024-10-26,2024-10-26 22:29:11,S027,C004627,Cash,15.15,2.27,1,gen_20251127_091607,transactions_header.csv
T00017038,2024-03-03,2024-03-03 10:27:25,S019,C001540,Online,57.64,2.88,1,gen_20251127_091607,transactions_header.csv
T00016992,01/18/24,2024-01-18 10:55:18,S026,C004607,Online,44.09,2.2,4,gen_20251127_091607,transactions_header.csv
T00012742,10/21/24,2024-10-21 04:21:05,S011,C002079,Online,32.72,3.27,1,gen_20251127_091607,transactions_header.csv
T00015326,2024-09-21,2024-09-21 04:54:17,S015,C002377,Card,102.07,0.0,1,gen_20251127_091607,transactions_header.csv
T00009779,2024-06-08,2024-06-08 00:23:41,S026,C003777,Card,0,0.0,8,gen_20251127_091606,transactions_header.csv
T00006335,2024-04-18,2024-04-18 22:26:31,S021,C004451,Card,$55.76,5.58,1,gen_20251127_091606,transactions_header.csv
T00004550,2024-07-03,2024-07-03 09:25:34,S027,C001378,Card,$23.42,0.0,1,gen_20251127_091606,transactions_header.csv
T00013062,11/04/24,2024-11-04 08:24:57,S025,C000371,Card,39.43,,1,gen_20251127_091607,transactions_header.csv
T00007045,2024-07-08,2024-07-08 18:51:33,S021,C000684,Cash,64.37,0.0,2,gen_20251127_091606,transactions_header.csv
T00013196,2024-02-16,2024-02-16 08:01:16,S009,C002383,Card,16.71,0.84,1,gen_20251127_091607,transactions_header.csv
T00010810,2024-07-13,2024-07-13 00:09:40,S028,C003351,Card,41.12,NA,1,gen_20251127_091606,transactions_header.csv
T00002355,08/09/24,2024-08-09 16:22:03,S015,C001215,Online,1.46,0.07,1,gen_20251127_091605,transactions_header.csv
T00010228,08/18/24,2024-08-18 23:40:42,S025,C004519,Card,110.52,0.0,1,gen_20251127_091606,transactions_header.csv
T00009243,2024-05-17,2024-05-17 15:56:39,S022,,Card,62.63,6.26,2,gen_20251127_091606,transactions_header.csv
T00016618,02/12/24,2024-02-12 11:13:13,S004,,Card,82.1,12.31,2,gen_20251127_091607,transactions_header.csv
T00005328,04/20/24,2024-04-20 18:57:41,S020,C004228,online,$40.36,,3,gen_20251127_091606,transactions_header.csv
T00001435,2024-12-07,2024-12-07 06:13:42,S030,C000234,Cash,17.69,1.77,2,gen_20251127_091605,transactions_header.csv
T00000265,2024-04-20,2024-04-20 04:11:26,S009,C002082,Card,93.78,4.69,1,gen_20251127_091605,transactions_header.csv
T00008325,12/17/24,2024-12-17 11:43:02,S015,C001167,Cash,65.54,0.0,1,gen_20251127_091606,transactions_header.csv
T00018652,08/02/24,2024-08-02 09:16:20,S011,,Online,78.5,,8,gen_20251127_091607,transactions_header.csv
T00014558,04/04/24,2024-04-04 00:25:16,S026,C000690,Online,136.96,13.7,5,gen_20251127_091607,transactions_header.csv
T00010900,2024-05-28,2024-05-28 12:05:22,S022,C003884,Online,36.51,1.83,1,gen_20251127_091606,transactions_header.csv
T00017793,01/11/24,2024-01-11 11:02:02,S013,C004079,Card,80.61,8.06,1,gen_20251127_091607,transactions_header.csv
T00016239,2024-11-03,2024-11-03 02:34:30,S028,C002925,Cash,52.16,2.61,1,gen_20251127_091607,transactions_header.csv
T00006348,10/30/24,2024-10-30 04:07:30,S003,C004944,Cash,37.18,0.0,1,gen_20251127_091606,transactions_header.csv
T00008585,2024-12-13,2024-12-13 09:52:25,S002,C004447,Card,0,0.0,1,gen_20251127_091606,transactions_header.csv
T00003379,01/24/24,2024-01-24 02:54:03,S006,C002794,Online,53.79,5.38,2,gen_20251127_091606,transactions_header.csv
T00018396,11/12/24,2024-11-12 23:36:55,S028,C004314,Card,91.47,4.57,1,gen_20251127_091607,transactions_header.csv
T00009735,09/23/24,2024-09-23 23:42:43,S010,C001438,Cash,0,0,1,gen_20251127_091606,transactions_header.csv
T00008621,12/23/24,2024-12-23 20:51:14,S005,C001786,Cash,81.81,0.0,1,gen_20251127_091606,transactions_header.csv
T00001438,07/01/24,2024-07-01 12:52:56,S020,C001645,Online,0,NA,2,gen_20251127_091605,transactions_header.csv
T00016262,2024-11-20,2024-11-20 21:59:54,S004,C004520,Cash,48.75,2.44,2,gen_20251127_091607,transactions_header.csv
T00007961,2024-12-25,2024-12-25 21:19:28,S017,C004101,Cash,101.21,15.18,3,gen_20251127_091606,transactions_header.csv
T00013574,08/03/24,2024-08-03 10:58:00,S007,NA,Card,16.8,2.52,2,gen_20251127_091607,transactions_header.csv
T00004693,2024-05-07,2024-05-07 21:09:21,S008,NA,Online,58.75,5.88,1,gen_20251127_091606,transactions_header.csv
T00007442,03/27/24,2024-03-27 23:27:16,S024,C003041,Online,67.14,6.71,2,gen_20251127_091606,transactions_header.csv
T00006256,2024-09-09,2024-09-09 03:06:11,S022,C000326,Card,75.51,0.0,1,gen_20251127_091606,transactions_header.csv
T00001557,2024-08-09,2024-08-09 02:49:13,S030,NA,Card,77.02,3.85,2,gen_20251127_091605,transactions_header.csv
T00008595,01/18/24,2024-01-18 19:52:15,S013,C000552,Online,50.2,7.53,1,gen_20251127_091606,transactions_header.csv
T00018481,01/27/24,2024-01-27 00:01:00,S002,C004941,online,92.27,13.84,1,gen_20251127_091607,transactions_header.csv
T00014045,03/09/24,2024-03-09 11:20:47,S003,C004092,Online,44.23,2.21,1,gen_20251127_091607,transactions_header.csv
T00000066,06/10/24,2024-06-10 05:31:24,S011,C002955,Cash,26.45,1.32,1,gen_20251127_091605,transactions_header.csv
T00013573,05/04/24,2024-05-04 10:14:53,S004,C001370,Online,77.02,0.0,1,gen_20251127_091607,transactions_header.csv
T00016405,2024-07-10,2024-07-10 15:43:52,S020,C000017,Card,37.28,0.0,1,gen_20251127_091607,transactions_header.csv
T00018168,2024-08-14,2024-08-14 09:09:51,S021,,Cash,45.33,6.8,5,gen_20251127_091607,transactions_header.csv
T00006186,2024-11-19,2024-11-19 11:58:40,S015,,Online,86.33,12.95,2,gen_20251127_091606,transactions_header.csv
